id,date,city,venue,category,title,time,ticketUrl,cost
"4153","2026-07-16","Girdwood","Gerrish Community Library","music","Natalie Gelman Live","6p-9p","https://www.facebook.com/events/988716667353734/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4154","2026-07-16","Girdwood","Jack Sprat","music","Natalie Gelman LIVE","6p-9p","https://www.facebook.com/events/988716667353734/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4155","2026-07-16","Homer","Pratt Museum","music","Guided tours of the Botanical Gardens, Homestead Garden, & Forest Trails.","11a-12p","https://www.facebook.com/events/27331907429732951/27331907486399612/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22",""
"4156","2026-07-16","Homer","Homer Council on the Arts","music","Community Jam Sessions","6:30p-9p","https://www.facebook.com/events/987084407583120/987084464249781/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22mech",""
"4157","2026-07-16","Homer","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Erica","6p-8p","https://www.homeralaska.org/event/piano-by-sunrise-kilcher/19/",""
"4158","2026-07-16","Homer","Pier One Theatre","music","Our Town by Thornton Wilder","7:30p-10p","https://www.facebook.com/events/1571372071056224/1571372104389554/?active_tab=about",""
"4159","2026-07-16","Homer","The Porcupine Theater","music","USETHEMAP, Louser, & DiscopianS","7:30p-9:30p","https://www.facebook.com/events/1030543806076472/",""
"4160","2026-07-16","Homer","Alibi Bar & Café","music","Karaoke Night","9p-12:30a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4161","2026-07-16","Juneau","Juneau Social Dance","dance","Argentine Tango Dance Series","6:30p-8:30p","https://www.facebook.com/events/27462717590082205/27462717613415536/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4162","2026-07-16","Juneau","The Crystal Saloon","music","Karaoke Night","8p-12a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4163","2026-07-16","Juneau","Alaskan Hotel and Bar","music","Open Mic","9p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=2020d45d02&e=be0392aff7",""
"4164","2026-07-16","Kenai","Skeet’s Dive Bar","music","Milfs Night Out with Ellie Nelson","7p-9p","https://www.instagram.com/p/DaG8UJ4Bijd/",""
"4165","2026-07-16","Ketchikan","Ketchikan Dock","music","Music on the Dock: Evan Porter","12p-1p","https://www.ketchikanarts.org/events-performances/",""
"4166","2026-07-16","Ketchikan","105.3 FM KRBD","music","Ketchikan Arts & Humanities Council: Arts Report","8:20a-8:35a","https://www.ketchikanarts.org/events-performances/full-arts-calendar.html",""
"4167","2026-07-16","Ketchikan","Totem Bar","music","Open Mic Night","8p-10p","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4168","2026-07-16","McCarthy","The Golden Saloon","music","Open Mic Night","","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4169","2026-07-16","North Pole","North Pole Alehouse","music","Karaoke Thursdays with Rocky Barnette","8p-12a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4170","2026-07-16","Palmer","Palmer Alehouse","music","Wayward Shot & Red Flags","7p-10p","https://www.facebook.com/events/1859832864979762/",""
"4171","2026-07-16","Seward","Yukon Bar","dance","Dance Night w/ DJ Waitwat","9p-2a","https://www.facebook.com/photo.php?fbid=1495877732548962&set=pb.100063802472762.-2207520000&type=3",""
"4172","2026-07-16","Skagway","Skagway Library","community","Summer Reading Program: History & Archeology w/ the NPS","10:30a-11:30a","https://www.facebook.com/events/27438069035811649/27438069075811645/?active_tab=about",""
"4173","2026-07-16","Soldotna","Soldotna Library","community","Preschool Storytime","10:30a-11a","https://www.facebook.com/events/26994401710190027/26994401746856690/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4174","2026-07-16","Talkeetna","Mountain High Pizza Pie","music","Mario Carboni","7p-10p","https://www.facebook.com/events/2217529165745705/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4175","2026-07-16","Wasilla","Everett’s","music","Songwriters In The Round w/ Matt Hopper, Aspenyarrow, Malia Hoagland, and Dawson Gentleman","6:30p-9p","https://www.facebook.com/events/930046933470229/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4176","2026-07-17","Eagle River","Chugiak-Eagle River Library","community","Storytime & Songs in the Park","10:30a-1:30p","https://www.facebook.com/events/958920490083498/958920513416829/",""
"4177","2026-07-17","Eagle River","Odd Man Rush","music","The Cosmic Party","7p-11p","https://www.facebook.com/events/1296701228711448/",""
"4178","2026-07-17","Eagle River","Homestead Lounge","music","DJ AumanJoy","9p-2a","https://www.facebook.com/HomesteadLounge",""
"4179","2026-07-17","Ester","Malemute Saloon & Gold Camp","music","Casey Smith Project","7:30p-11:30p","https://malemutesaloon.com/schedule/",""
"4180","2026-07-17","Fairbanks","Raven Landing Senior Community","music","Music Together Generations Class","11:30a-12:15p","https://www.facebook.com/events/1698370238161849/1698370254828514/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4181","2026-07-17","Fairbanks","Polar Ice","music","Boy Bands vs Girl Bands Open Skate","4p-5:30p","https://www.akconcerts.com/bands",""
"4182","2026-07-17","Fairbanks","Alaska Salmon Bake","music","6th Annual Pioneer Park Wine Mixer & Salmon Jam","5:30p-10:30p","https://www.facebook.com/events/1407969337831597",""
"4183","2026-07-17","Fairbanks","Polar Ice","music","Mamma Mia Open Skate","6p-8p","https://www.facebook.com/events/1330673068580289/",""
"4184","2026-07-17","Fairbanks","The Palace Theater","music","Golden Heart Revue","8:15p-9:15p","https://www.akvisit.com/palace-theatre?fbclid=IwY2xjawR7CNdleHRuA2FlbQIxMABicmlkETFZQTc5Q1NiWm16bDhNY0RZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHrK_LgMLEgXX7mcIrxnzr8jTJ9RaI_Lt7mvGG48tR-IMPMLVZRSzqN26Ewga_aem_RqdeQf5Ku3SEWvV41NwhHg",""
"4185","2026-07-17","Fairbanks","The International Hotel & Bar","music","Bag Lady Sue","8p-2a","https://www.facebook.com/events/1203288841697416/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4186","2026-07-17","Haines","Pioneer Bar","music","Open Mic Night","9p-1a","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4187","2026-07-17","Homer","Kharacters Alaskan Bar","music","Acoustic Oosik","10p-2a","https://www.facebook.com/kharacters.bar",""
"4188","2026-07-17","Homer","Homestead Restaurant","music","Ivan Dennis Live","6p-10p","https://www.facebook.com/events/697165803418202/",""
"4189","2026-07-17","Homer","Pier One Theatre","music","Our Town by Thornton Wilder","7:30p-10p","https://www.facebook.com/events/1571372071056224/1571372104389554/?active_tab=about",""
"4190","2026-07-17","Hope","Creekbend Co.","music","The National Parks, Sam Burchfield & Bre Kennedy","11a-2p","https://www.creekbendco.com/event",""
"4191","2026-07-17","Hope","Dirty Skillet","music","Anson Eggerss","6p-10p","https://www.dirtyskillet.com/music",""
"4192","2026-07-17","Juneau","Juneau-Douglas High School","music","Rugby Night","6:30p-8:30p","https://www.facebook.com/events/1227911459242350/1227911472575682/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22me",""
"4193","2026-07-17","Juneau","St. Anne’s Parish Hall","dance","Rainforest Romp Contra Dance Weekend","7:30p-10:30p","https://www.facebook.com/events/914692727804915",""
"4194","2026-07-17","Juneau","Alaskan Hotel and Bar","comedy","Studio 54 x GiGi: Gigi'd Birthday Drag Show & Dance","8p-?","https://www.facebook.com/events/2060905101129143/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4195","2026-07-17","Kenai","Vagabond Inn","music","American Peasants","7p-11p","https://www.facebook.com/profile.php?id=100057161362056",""
"4196","2026-07-17","Kenai","Skeet’s Dive Bar","music","Live Music w/ Guy Patterson","9p-?","https://www.vansdivebaralaska.com/music-schedule",""
"4197","2026-07-17","Ketchikan","Ted Ferry Civic Center","music","2026 Fish Pirate`s Daughter","7p-9:30p","https://firstcityplayers.org/buy-tickets-%5Bvbo%5D",""
"4198","2026-07-17","Ketchikan","The Creek Street Cabaret","music","Original Alternative Pop w/ Abby London","7p-9p","https://www.facebook.com/events/1373023591372973/",""
"4199","2026-07-17","Ketchikan","The New York Café","music","Live Music in the Café","7p-9p","https://www.ketchikanarts.org/events-performances/",""
"4200","2026-07-17","Kodiak","The Rendezvous","music","Justin Morris & Company","7p-12a","https://www.kodiakrendezvous.com/live-music",""
"4201","2026-07-17","McCarthy","The Golden Saloon","music","Red Flags Live","","https://www.mccarthylodge.com/mccarthy-events/",""
"4202","2026-07-17","Palmer","Downtown Palmer","music","Friday Fling Live Music w/ Mantra Luna & Sergio Adams","11a-6p","https://www.facebook.com/FridayFlings",""
"4203","2026-07-17","Palmer","Palmer Alehouse","music","ABBAlaska","7p-10p","https://www.facebook.com/events/1557927062622857/",""
"4204","2026-07-17","Palmer","American Legion Post 15","music","Karaoke","7p-11p","https://www.facebook.com/BrokenBlenderAK",""
"4205","2026-07-17","Seldovia","Linwood Bar & Grill","music","Live Music w/ JD Cox","","https://www.linwoodbar.com/events/",""
"4206","2026-07-17","Seward","Seward Community Library & Museum","community","Storytime & Craft Activities","12:30p-1p","https://www.facebook.com/events/1596397651615519/1596397678282183/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4207","2026-07-17","Seward","Flamingo Lounge","music","Live Music w/ Kuf Knotz & Christine Elise","6:30p-9:30p","",""
"4208","2026-07-17","Seward","Yukon Bar","music","Nikki & The Skyrockets w/ UseTheMap & Louser","9p-2a","https://www.facebook.com/events/1736922737338830",""
"4209","2026-07-17","Soldotna","Red Onion Saloon","music","Divas, Drinks, & Dancing w/ Red Onion Saloon","9p-?","https://www.facebook.com/photo/?fbid=1605527931578537&set=pcb.1605529138245083",""
"4210","2026-07-17","Soldotna","The Duck Inn","music","Owen Macdonald Live","9p-1a","https://www.facebook.com/photo?fbid=1654167456714555&set=a.502707521860560",""
"4211","2026-07-17","Sterling","Naptowne Brewing Company","music","Good Company","6p-9p","https://www.facebook.com/photo.php?fbid=1350898113758213&set=pb.100065141125889.-2207520000&type=3",""
"4212","2026-07-17","Talkeetna","Talkeetna Village Park","music","Live At Five Summer Concerts: John Roberts Y Pan Blanco","5p-7p","https://fairviewtalkeetna.com/pages/live-music",""
"4213","2026-07-17","Talkeetna","Mountain High Pizza Pie","music","Mario Carboni","7p-10p","https://www.facebook.com/events/2217529165745705/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4214","2026-07-17","Talkeetna","Fairview Inn","music","Blackwater Railroad Company w/ Sunflower Season","7p-11p","https://www.facebook.com/events/2276668402739076/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4215","2026-07-17","Talkeetna","Fairview Inn","music","John Roberts y Pan Blanco","9p-1a","https://fairviewtalkeetna.com/pages/live-music",""
"4216","2026-07-17","Wasilla","Alaskana Social Club","music","Live Music w/ Scott Helle","6p-9p","https://www.facebook.com/events/1383414717013836/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4217","2026-07-17","Wasilla","Schwabenhof","music","Karaoke Night","8p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4218","2026-07-17","Wasilla","Smith Drive","festival","Electric Sands 2026 Music Festival","8p-5a","https://www.eventbrite.com/e/dystraxion-presents-electric-sands-2026-tickets-1563880391349?aff=ehometext",""
"4219","2026-07-18","Anchorage","Koot's","music","Tru Rhythm Entertainment: You Got Served","10p-2a","https://www.facebook.com/events/1564384791686660/?acontext=%7B%22event_action_history%22%3A%5b%7B%22surface%22%3A%22search%22%7D%2C%7B%22mechanism%22%3A%22attachment%22%2C%22surface%22%3A%22newsfeed%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4220","2026-07-18","Anchorage","Anchorage Weekend Market","music","Live Music at the Market","11a-5p","https://www.facebook.com/AnchorageWeekendDowntownMarket",""
"4221","2026-07-18","Anchorage","Pink Cadillac","music","Latin Night w/ DJ Mile","11p-3a","https://www.facebook.com/events/909196661488345",""
"4222","2026-07-18","Anchorage","Kincaid Park","community","Canicross Meetup","12p-?","https://www.facebook.com/events/4758077921092580/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4223","2026-07-18","Anchorage","Delaney Park Strip","festival","Hooligan Fest: All Ages Music & Arts Festival","12p-10:30p","https://www.facebook.com/events/delaney-park-strip/hooligan-fest-all-ages-music-arts-festival/1537946304633059/",""
"4224","2026-07-18","Anchorage","Anchorage Museum","music","Jazz on the Lawn w/ Alaska Jazz Workshop","12p-2p","https://www.facebook.com/events/27022389210733263/27022389244066593/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4225","2026-07-18","Anchorage","Double Shovel Cider Co.","community","Summer Outdoor Market","12p-6p","https://www.facebook.com/events/1295749335879398/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4226","2026-07-18","Anchorage","Hilltop Ski Area","festival","Rock The Hill Music Festival","1p-10p","https://www.facebook.com/events/3197353453797961",""
"4227","2026-07-18","Anchorage","Arctic Rec Center","music","907 Pro Wrestling: MidSummer Meltdown","3p-6p","https://www.facebook.com/events/1673335720597069/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4228","2026-07-18","Anchorage","Anchorage Brewing Company","dance","ABC Rooftop Dance Party w/ Rachel Monae, Bodelia James, Kizmet, & LSGNA","4p-9p","https://www.eventbrite.com/e/potassium-productions-anchorage-brewing-company-rooftop-takeover-tickets-1992559875225?aff=ehometext",""
"4229","2026-07-18","Anchorage","49th State Brewery","music","Garden Grooves: Music in the Beer Garden","5p-7p","https://www.facebook.com/photo/?fbid=1267333412235644&set=gm.1017207420732481",""
"4230","2026-07-18","Anchorage","49th State Brewery","music","Hot Honey Burlesque Show w/ Mayven Missbehavin' & Bird of Paradse","5p-7p","https://tickets.centertix.com/eventperformances.asp?evt=2169&_gl=1%2Aj4kn97%2A_gcl_au%2AMTIzMTQ2MTU0NC4xNzc5ODk2NjM1&fbclid=IwY2xjawTDpYFleHRuA2FlbQIxMABicmlkETFKektHaGdzWmpsbnAzZHVxc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHqJAOHFIZ5qzU4p8nroy-RSHX",""
"4231","2026-07-18","Anchorage","Gumbo House","music","Pop Piano Bar w/ MJ Riemann","6p-9p","https://www.facebook.com/photo/?fbid=1556274459834673&set=a.500137705448359",""
"4232","2026-07-18","Anchorage","Koot’s","music","Halloween in July: Ghouls Gone Wild w/ The Robotz, Epic!, DJ Militant, DJ Akira, & DJ Dev","7:30p-2:30a","https://www.facebook.com/events/2068671713861422/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4233","2026-07-18","Anchorage","Anchorage Social Dance Club","dance","Dance Social","7p-11p","https://www.facebook.com/35PlusClub/posts/pfbid0P3DAjVBjcJUeKMh6BHeyzaw1okomixpw7yhapb7nfusfQXpb7YpEiaVj83rNxeA8l",""
"4234","2026-07-18","Anchorage","Bernie’s Bungalow Lounge","music","Fine, Great & Sunflower Season","8p-?","https://www.instagram.com/p/Dax5hDuhv2Q/",""
"4235","2026-07-18","Anchorage","Broken Blender","music","Karaoke w/ DJ Charms","8p-12a","https://www.facebook.com/BrokenBlenderAK",""
"4236","2026-07-18","Anchorage","Muldoon Chanshtnu Park","community","Muldoon Community Market","9:30a-3p","https://www.facebook.com/events/942322318857990/942322338857988/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22mech",""
"4237","2026-07-18","Anchorage","Flattop Pizza & Pool","music","DJ JRock","9:30p-12a","https://www.facebook.com/photo.php?fbid=1432955235502986&set=pb.100063655689037.-2207520000&type=3",""
"4238","2026-07-18","Anchorage","Humpy’s","music","Live Music w/ John J. Roberts Y Pan Blanco","9:30p-1a","https://www.facebook.com/events/1061042166453984/",""
"4239","2026-07-18","Anchorage","Oriental Garden","music","Weekly Karaoke Contest","9p-1:30a","https://www.facebook.com/Orientalgardenbestchinese",""
"4240","2026-07-18","Anchorage","Mad Myrna’s","music","Mad Myrna's Diva Variety Show","9p-11:30p","https://madmyrnas.com/events",""
"4241","2026-07-18","Anchorage","The Carousel Lounge","music","Nikki & The Skyrockets (from NJ)","9p-1a","https://www.carouselalaska.com/events",""
"4242","2026-07-18","Anchorage","Van’s Dive Bar","music","UseTheMap, The Nameless, & Louser","9p-1a","https://www.vansdivebaralaska.com/music-schedule",""
"4243","2026-07-18","Anchorage","Time Out Lounge","music","Blast From The Past","9p-2:30a","https://www.facebook.com/photo?fbid=10211867422076197&set=pcb.10211867422276202",""
"4244","2026-07-18","Barrow","Tuzzy Consortium Library","community","Storytime & Crafternoon","1p-3p","https://www.facebook.com/TuzzyConsortiumLibrary/",""
"4245","2026-07-18","Cooper Landing","Cooper Landing Brewing","music","Ken Peltier Band","6:30p-10p","https://www.eventbrite.com/e/ken-peltier-band-tickets-1985756827125?aff=ehometext",""
"4246","2026-07-18","Ester","Ester Community Park","festival","Ester Fest 2026","2p-10p","https://www.facebook.com/events/2394765841034268/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4247","2026-07-18","Ester","Malemute Saloon & Gold Camp","music","Back Street Social Club","7:30p-11:30p","https://malemutesaloon.com/schedule/",""
"4248","2026-07-18","Fairbanks","Humble Roots Beer Project","music","Golden Days Kick Off Pet Adoption Event","12p-6p","https://www.facebook.com/events/2042889772998254/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4249","2026-07-18","Fairbanks","Polar Ice","music","Katseye Vs Black Pink Open Skate","5:30p-7:30p","https://www.facebook.com/events/1016265284661234/",""
"4250","2026-07-18","Fairbanks","The Spur","music","Crazy Train: America's Ozzy Osbourne Experience","5p-8p","https://www.facebook.com/events/2241280099741148/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4251","2026-07-18","Fairbanks","The Last Round Up Steak House","comedy","Golden Gays Y2K Drag Show","7p-11:45p","https://www.facebook.com/events/1743917077051634/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4252","2026-07-18","Fairbanks","The Palace Theater","music","Golden Heart Revue","8:15p-9:15p","https://www.akvisit.com/palace-theatre?fbclid=IwY2xjawR7CNdleHRuA2FlbQIxMABicmlkETFZQTc5Q1NiWm16bDhNY0RZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHrK_LgMLEgXX7mcIrxnzr8jTJ9RaI_Lt7mvGG48tR-IMPMLVZRSzqN26Ewga_aem_RqdeQf5Ku3SEWvV41NwhHg",""
"4253","2026-07-18","Fairbanks","The International Hotel & Bar","music","Bag Lady Sue","8p-2a","https://www.facebook.com/events/1203288841697416/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4254","2026-07-18","Haines","Pioneer Bar","music","Karaoke Night","9p-1a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4255","2026-07-18","Homer","Kharacters Alaskan Bar","music","Guy Patterson","10p-2a","https://www.vansdivebaralaska.com/music-schedule",""
"4256","2026-07-18","Homer","Pratt Museum","music","Guided tours of the Botanical Gardens, Homestead Garden, & Forest Trails.","11a-12p","https://www.facebook.com/events/27331907429732951/27331907486399612/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22",""
"4257","2026-07-18","Homer","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Sunrise Kilcher","6p-8p","https://www.homeralaska.org/event/piano-by-sunrise-kilcher/19/",""
"4258","2026-07-18","Homer","Pier One Theatre","music","Our Town by Thornton Wilder","7:30p-10p","https://www.facebook.com/events/1571372071056224/1571372104389554/?active_tab=about",""
"4259","2026-07-18","Hope","Creekbend Co.","music","The National Parks, Sam Burchfield & Bre Kennedy","11a-2p","https://www.creekbendco.com/event",""
"4260","2026-07-18","Hope","Dirty Skillet","music","Anson Eggerss","6p-10p","https://www.dirtyskillet.com/music",""
"4261","2026-07-18","Hope","Hope Social Hall","music","Pancake Feed, Cake Walk, & Puzzle Competition","8:30a-6p","https://hopewagonrun.com/weekend-events/",""
"4262","2026-07-18","Juneau","Alaskan Hotel and Bar","music","Andy Koch's Badd Dog Blues Society","7:30p-10p","https://www.facebook.com/events/1367675531957665/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4263","2026-07-18","Juneau","St. Anne’s Parish Hall","dance","Rainforest Romp Contra Dance Weekend","8p-11p","https://www.facebook.com/events/914692727804915",""
"4264","2026-07-18","Juneau","The Crystal Saloon","music","The Return Of Astronomar Ft. Sa'Moona","9p-?","https://www.facebook.com/photo?fbid=1002054442428677&set=a.160104659956997",""
"4265","2026-07-18","Kenai","Vagabond Inn","music","Seth Freeman","8p-11p","https://www.facebook.com/profile.php?id=100057161362056",""
"4266","2026-07-18","Kenai","Skeet’s Dive Bar","music","Live Music w/ Seth Malone","9p-?","https://www.facebook.com/photo/?fbid=1625154909614942&set=a.954924113304695",""
"4267","2026-07-18","Ketchikan","Ketchikan City Park","music","Gays Eating Garlic Bread in the Park","12p-2p","https://www.facebook.com/events/27508251792196811/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4268","2026-07-18","Ketchikan","Arctic Bar","music","Virgin Voyages: Brilliant Lady Land Party","12p-6p","https://www.facebook.com/events/1466272915541691/1466276532207996/?active_tab=about",""
"4269","2026-07-18","Ketchikan","Tongass Historical Museum","music","Summer Saturdays at the Museum","1p-3p","https://www.facebook.com/events/873907959081409/873908012414737/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4270","2026-07-18","Ketchikan","Ted Ferry Civic Center","music","2026 Fish Pirate`s Daughter","7p-9:30p","https://firstcityplayers.org/buy-tickets-%5Bvbo%5D",""
"4271","2026-07-18","Kodiak","The Rendezvous","music","Justin Morris & Company","7p-12a","https://www.kodiakrendezvous.com/live-music",""
"4272","2026-07-18","McCarthy","The Golden Saloon","music","Red Flags Live","","https://www.mccarthylodge.com/mccarthy-events/",""
"4273","2026-07-18","Palmer","Hatcher Pass Lodge","music","Mario Carboni","4p-7p","https://www.facebook.com/events/2217529165745705/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4274","2026-07-18","Palmer","Palmer Alehouse","music","Yachtly Crew","7p-10p","https://www.facebook.com/events/1006671702001516/",""
"4275","2026-07-18","Palmer","American Legion Post 15","dance","Two-Step and Country Swing Dance Lessons!","7p-8p","https://www.facebook.com/photo/?fbid=956981223779042&set=gm.1748027286563468",""
"4276","2026-07-18","Palmer","American Legion Post 15","music","Karaoke","8p-11p","https://www.facebook.com/BrokenBlenderAK",""
"4277","2026-07-18","Seldovia","Linwood Bar & Grill","music","Live Music w/ JD Cox","","https://www.linwoodbar.com/events/",""
"4278","2026-07-18","Skagway","Skagway Library","community","Summer Reading Program: Red, White, & Blue Storytime","10:30a-11:30a","https://www.facebook.com/events/27438069035811649/27438069075811645/?active_tab=about",""
